"Acute.myeloid.leukemia"	"BladderUrothelialCarcinoma.TCGA.US."	"Breast.Cancer"	"BreastCarcinoma.WTSI.UK."	"BreastInvasiveCarcinoma.TCGA.US."	"CervicalSquamousCellCarcinoma.TCGA.US."	"Chronic.lymphocytic.leukaemia"	"ColonAdenocarcinoma.TCGA.US."	"Colorectal.adenocarcinoma"	"GastricCancer.CCGC.CN."	"Hepatocellular.carcinoma"	"Hypodiploid_ALL"	"Leukemia.T.ALL"	"LiverCancer.NCC.JP."	"LiverCancer.RIKEN.JP."	"Lung"	"MalignantMelanoma.WTSI.UK."	"Medulloblastoma"	"Melanoma"	"Myeloid.leukemia"	"Myeloma"	"Pancreatic"	"PediatricBrainTumors.DKFZ.DE."	"Prostate"	"ProstateCancer.OICR.CA."	"RectumAdenocarcinoma.TCGA.US."	"Small.cell.lung.cancer"	"T.cell.ALL"	"UterineCorpusEndometrioidCarcinoma.TCGA.US."
"hsa-miR-195-5p"	1	2	8	3	0	0	0	4	3	5	0	3	2	54	25	2	0	6	1	1	1	1	2	2	23	0	2	0	18
"hsa-miR-4276"	0	2	7	4	0	0	0	4	6	3	0	1	1	51	34	4	0	4	2	0	0	1	0	1	32	0	1	0	11
"hsa-miR-4483"	0	1	7	2	0	0	0	7	4	3	2	0	0	43	22	6	1	3	2	0	2	0	1	6	37	0	0	0	20
"hsa-miR-4499"	2	3	4	2	0	0	0	5	6	3	0	2	1	43	48	1	0	4	2	0	0	0	1	1	27	0	1	1	12
"hsa-miR-449b-3p"	1	3	3	1	0	0	1	2	7	3	0	0	0	49	22	5	0	1	0	0	1	1	1	2	40	0	1	0	25
"hsa-miR-4651"	0	2	8	2	0	0	0	5	4	2	2	0	0	40	18	4	1	2	5	1	1	0	1	6	54	0	0	0	11
"hsa-miR-4695-3p"	0	1	4	3	1	0	0	5	12	2	0	1	1	23	39	0	0	1	2	0	1	0	0	3	59	0	0	0	11
"hsa-miR-559"	1	1	4	3	0	0	0	6	7	1	2	2	0	33	52	3	1	5	3	1	0	0	0	1	36	0	0	0	7
"hsa-miR-5700"	2	0	2	0	1	0	1	5	5	3	0	2	0	43	48	2	0	2	0	0	0	1	1	2	30	0	2	0	17
"hsa-miR-591"	0	0	1	0	1	0	0	2	7	2	0	1	1	25	31	4	0	1	1	0	0	0	0	0	81	0	0	0	11
"hsa-miR-625-5p"	0	1	6	2	0	0	0	5	9	2	1	2	0	69	26	9	1	6	7	0	1	1	0	4	8	0	0	0	9
"hsa-miR-125b-2-3p"	2	2	8	2	0	0	1	8	8	2	1	2	0	45	47	5	0	3	1	0	1	0	2	3	17	2	0	0	6
"hsa-miR-155-5p"	1	3	1	0	0	0	2	5	2	3	0	3	0	39	43	5	0	2	2	0	0	0	0	3	41	0	2	0	11
"hsa-miR-2117"	0	2	5	2	0	0	0	6	5	2	0	1	1	30	47	5	0	4	4	0	0	1	1	2	13	1	0	0	36
"hsa-miR-3179"	0	1	8	0	1	1	0	8	3	2	3	1	0	58	41	1	1	5	9	0	1	1	0	1	5	1	1	0	15
"hsa-miR-4287"	0	2	5	1	0	0	0	5	7	1	0	1	0	44	47	8	0	1	4	0	0	0	0	2	31	0	0	0	9
"hsa-miR-4482-3p"	0	0	1	1	0	0	0	6	9	3	0	0	0	44	59	5	1	4	2	0	0	0	0	1	25	0	0	0	7
"hsa-miR-4685-3p"	0	2	5	1	0	0	0	5	7	1	0	1	0	44	47	8	0	1	4	0	0	0	0	2	31	0	0	0	9
"hsa-miR-4769-3p"	2	2	6	1	0	0	0	9	9	1	1	1	1	55	24	7	0	4	2	0	1	0	0	3	25	0	1	0	13
"hsa-miR-5689"	1	1	5	2	0	0	0	10	15	3	0	1	1	38	47	4	0	2	0	0	0	0	0	3	24	1	2	0	8
"hsa-miR-643"	0	0	3	2	1	0	0	0	9	3	0	1	1	37	40	0	0	4	2	0	0	0	1	3	46	0	0	0	15
"hsa-miR-7-5p"	0	2	3	4	1	0	0	5	4	4	1	5	1	54	40	1	0	5	6	1	0	0	1	0	16	0	2	0	12
"hsa-miR-1236"	0	2	7	4	1	0	0	3	8	2	0	6	0	46	36	6	0	1	5	1	0	1	2	0	9	2	1	0	24
"hsa-miR-1245b-3p"	0	1	6	4	0	0	1	9	4	3	2	2	1	50	37	2	0	2	1	0	0	1	0	1	18	0	1	1	20
"hsa-miR-125a-5p"	1	4	2	0	1	2	0	2	9	2	0	1	0	49	37	6	0	2	4	1	0	0	1	1	34	0	0	0	8
"hsa-miR-125b-5p"	1	4	2	0	1	2	0	2	9	2	0	1	0	49	37	6	0	2	4	1	0	0	1	1	34	0	0	0	8
"hsa-miR-1306-5p"	0	7	4	0	1	1	0	8	4	1	1	1	1	34	24	5	1	4	2	0	1	0	1	4	44	0	2	0	16
"hsa-miR-140-5p"	0	1	7	1	0	0	0	1	0	4	0	1	1	48	26	4	0	0	2	0	0	0	1	1	53	0	1	0	15
"hsa-miR-3064-5p"	1	1	6	2	0	0	0	8	6	1	0	1	1	57	30	2	0	0	2	0	0	0	1	0	28	0	2	0	18
"hsa-miR-3616-5p"	0	3	2	4	0	0	1	5	3	3	0	1	2	45	40	3	1	4	3	0	1	0	1	1	31	0	0	0	13
"hsa-miR-4262"	0	1	1	4	0	1	1	6	5	0	1	2	1	42	51	1	0	4	0	0	0	1	0	4	7	1	1	0	32
"hsa-miR-4272"	2	1	2	3	1	0	0	6	8	4	1	3	3	43	53	3	0	4	1	0	0	0	0	2	8	1	0	0	18
"hsa-miR-4319"	1	4	2	0	1	2	0	2	9	2	0	1	0	49	37	6	0	2	4	1	0	0	1	1	34	0	0	0	8
"hsa-miR-4648"	0	2	6	3	0	0	0	6	5	2	1	5	0	53	22	4	0	3	2	0	0	1	1	1	32	0	1	0	17
"hsa-miR-4689"	0	2	3	7	0	2	1	4	5	5	0	3	1	52	34	7	0	3	2	0	0	0	0	1	16	0	2	0	17
"hsa-miR-4771"	0	4	7	1	1	0	0	2	5	1	2	3	1	59	30	2	0	2	1	1	1	0	1	2	31	0	4	0	6
"hsa-miR-486-3p"	1	1	5	3	0	1	0	3	5	3	3	2	0	77	27	2	0	2	3	0	1	0	1	2	11	0	0	0	14
"hsa-miR-92a-1-5p"	0	1	2	0	0	0	0	5	5	1	0	1	0	31	13	3	0	0	2	0	0	0	0	1	88	0	0	0	14
"hsa-miR-185-3p"	0	0	9	2	0	0	0	1	5	1	1	3	1	71	33	3	0	3	3	0	1	0	0	3	9	0	3	1	13
"hsa-miR-328"	0	0	3	1	1	0	0	7	4	0	0	2	0	50	24	3	0	3	1	0	0	0	1	1	52	1	0	0	12
"hsa-miR-3682-5p"	0	3	2	4	0	0	0	8	5	1	0	0	0	43	51	3	0	5	2	1	0	0	1	1	20	3	0	1	12
"hsa-miR-4468"	1	4	7	2	0	0	0	5	8	1	0	3	1	58	30	1	0	2	2	0	2	0	0	3	24	0	2	0	10
"hsa-miR-4525"	0	1	6	1	0	0	0	6	9	2	1	1	0	88	15	7	1	4	3	1	1	0	1	6	8	0	0	0	4
"hsa-miR-4670-3p"	0	1	4	2	0	0	1	4	5	2	0	0	1	29	51	3	0	5	7	0	1	0	1	2	30	0	0	0	17
"hsa-miR-4690-5p"	1	5	4	1	1	0	0	7	6	4	0	0	1	57	23	1	0	2	3	0	2	0	0	3	23	0	1	0	21
"hsa-miR-4715-3p"	2	2	1	2	0	0	0	2	5	0	0	2	1	48	25	2	0	2	2	0	2	0	3	0	43	1	1	1	19
"hsa-miR-4762-5p"	0	0	4	1	0	0	1	8	8	0	1	0	0	38	53	2	1	3	2	1	0	0	1	1	17	2	3	0	19
"hsa-miR-10b-3p"	0	2	10	1	0	0	0	8	6	3	0	1	0	54	49	0	0	1	3	0	0	0	1	1	10	0	0	0	15
"hsa-miR-1273f"	0	4	2	2	0	0	1	5	6	1	2	2	0	46	32	5	0	5	2	0	0	0	1	0	35	0	2	1	11
"hsa-miR-138-2-3p"	0	1	8	3	0	0	0	7	7	2	0	1	1	44	46	3	0	0	1	1	0	1	0	0	16	0	0	2	21
"hsa-miR-21-3p"	1	0	2	2	0	1	0	3	8	3	1	1	0	30	46	0	0	5	2	0	0	0	1	1	44	0	1	3	10
"hsa-miR-2355-5p"	0	0	7	0	0	0	1	1	7	2	2	0	0	64	33	3	1	1	3	0	0	0	1	0	27	0	0	0	12
"hsa-miR-299-3p"	0	2	6	2	0	1	0	1	4	3	1	2	1	43	36	3	0	3	1	0	1	0	0	1	24	0	2	0	28
"hsa-miR-342-3p"	1	2	5	1	0	0	2	3	6	2	1	3	0	31	30	5	0	2	0	0	0	1	0	4	45	1	3	0	17
"hsa-miR-4487"	1	1	8	0	0	0	1	1	2	3	1	0	2	41	27	6	0	4	3	1	0	0	0	0	46	0	1	0	16
"hsa-miR-4714-5p"	0	8	5	1	0	1	0	4	7	3	0	4	0	37	30	3	0	2	1	0	1	1	0	0	43	0	2	0	12
"hsa-miR-4772-3p"	0	1	3	1	0	0	0	4	7	3	0	1	0	49	31	1	0	2	1	0	0	0	0	2	42	0	0	0	17
"hsa-miR-4786-5p"	0	1	3	0	1	0	0	3	2	2	0	1	0	36	32	5	0	1	1	0	1	0	0	0	65	0	0	0	11
"hsa-miR-5087"	0	1	1	1	0	0	0	2	6	2	1	1	0	41	27	3	0	2	1	1	0	0	0	2	53	1	0	0	19
"hsa-miR-5582-5p"	0	0	5	3	0	0	0	4	4	2	1	2	3	42	31	6	0	3	4	2	0	0	1	3	35	1	2	0	11
"hsa-miR-608"	0	1	7	2	0	0	0	7	7	2	2	0	0	45	27	4	1	4	2	0	1	1	1	5	34	0	1	0	11
"hsa-miR-664-3p"	0	1	8	2	0	0	0	9	6	3	1	3	1	49	47	3	1	7	1	0	0	0	0	1	8	1	0	0	13
"hsa-miR-1183"	0	0	1	2	0	1	0	1	3	3	0	4	2	42	39	6	0	2	1	0	1	0	0	2	39	3	0	0	12
"hsa-miR-181b-3p"	1	2	2	1	0	0	1	6	4	5	1	2	0	37	40	6	0	0	0	0	0	0	0	1	35	1	1	1	17
"hsa-miR-3125"	0	4	2	2	0	0	1	6	4	4	0	2	2	64	39	5	0	3	3	0	1	1	0	0	8	0	1	0	12
"hsa-miR-3175"	0	1	8	0	0	1	0	7	8	2	1	2	1	60	21	7	0	3	7	0	1	0	0	6	20	0	1	1	6
"hsa-miR-4457"	1	2	7	2	0	0	1	5	11	4	1	2	0	45	39	5	0	1	2	0	1	1	3	3	18	1	0	0	9
"hsa-miR-4484"	0	4	8	2	0	0	0	10	7	2	1	0	0	69	33	4	0	2	6	0	0	0	0	0	4	0	1	0	11
"hsa-miR-4712-3p"	0	1	4	0	1	0	0	4	5	1	1	4	1	41	41	5	0	3	1	0	1	0	0	0	38	0	0	1	11
"hsa-miR-4755-5p"	1	2	2	3	0	0	1	7	8	3	0	2	1	50	46	8	0	1	4	0	0	0	1	0	11	2	1	0	10
"hsa-miR-5006-3p"	1	2	2	3	0	0	1	7	8	3	0	2	1	50	46	8	0	1	4	0	0	0	1	0	11	2	1	0	10
"hsa-miR-556-5p"	0	1	4	3	0	0	0	5	3	1	1	1	0	33	26	3	0	2	1	0	2	1	1	0	58	0	0	1	17
"hsa-miR-586"	2	0	2	0	0	0	0	3	7	3	0	1	0	46	42	2	0	3	1	0	0	2	2	1	26	0	0	0	21
"hsa-miR-144-3p"	0	1	2	0	0	0	0	5	8	7	1	0	1	49	50	0	0	3	1	1	0	0	0	1	20	1	1	0	11
"hsa-miR-148a-5p"	0	1	0	1	0	0	0	2	7	4	1	1	0	49	49	1	0	1	3	0	0	0	1	1	23	0	2	0	16
"hsa-miR-185-5p"	0	2	3	1	0	0	0	4	4	2	2	4	1	51	33	6	0	2	5	1	0	0	0	3	20	0	0	0	19
"hsa-miR-2115-5p"	0	2	1	1	0	0	0	7	4	2	1	4	0	44	37	1	0	2	2	1	0	0	2	2	32	1	1	0	16
"hsa-miR-2116-5p"	0	4	8	3	0	0	0	9	6	2	2	1	1	38	34	3	0	2	7	0	0	0	1	1	8	3	4	0	26
"hsa-miR-2276"	0	3	2	2	0	0	0	3	8	2	0	2	0	41	29	2	0	3	1	0	0	2	1	2	40	0	1	0	19
"hsa-miR-29a-3p"	0	1	8	0	0	0	0	9	4	1	0	1	0	37	21	2	0	0	0	0	1	0	0	1	61	0	1	0	15
"hsa-miR-29b-3p"	0	1	8	0	0	0	0	9	4	1	0	1	0	37	21	2	0	0	0	0	1	0	0	1	61	0	1	0	15
"hsa-miR-29c-3p"	0	1	8	0	0	0	0	9	4	1	0	1	0	37	21	2	0	0	0	0	1	0	0	1	61	0	1	0	15
"hsa-miR-3140-3p"	0	1	4	0	0	0	1	6	10	1	1	2	0	48	42	0	0	3	1	1	1	0	0	0	15	0	2	0	24
"hsa-miR-3147"	0	2	1	1	0	0	0	3	5	1	0	1	0	37	15	5	0	2	4	0	0	1	0	2	72	0	0	0	11
"hsa-miR-3653"	0	3	8	1	0	0	0	8	12	2	0	3	1	42	48	2	0	2	2	2	0	0	0	0	13	1	0	0	13
"hsa-miR-3660"	0	6	2	1	0	1	0	3	7	2	1	0	2	50	40	7	0	1	2	1	0	0	2	2	20	0	0	0	13
"hsa-miR-3918"	0	1	6	2	1	0	0	3	5	1	0	2	0	64	24	0	0	1	0	0	4	0	0	2	23	0	1	2	21
"hsa-miR-3928"	0	4	6	2	0	0	0	5	5	3	1	3	2	51	39	5	0	4	4	0	0	1	0	0	11	0	1	0	16
"hsa-miR-4303"	1	2	5	4	0	1	0	6	5	0	0	3	1	45	29	2	0	3	1	0	0	0	0	1	37	1	0	0	16
"hsa-miR-4306"	0	2	3	1	0	0	0	4	4	2	2	4	1	51	33	6	0	2	5	1	0	0	0	3	20	0	0	0	19
"hsa-miR-450b-5p"	1	3	3	0	0	0	0	2	7	0	1	1	1	39	52	2	0	4	0	0	0	2	0	2	22	1	1	0	19
"hsa-miR-4644"	0	2	3	1	0	0	0	4	4	2	2	4	1	51	33	6	0	2	5	1	0	0	0	3	20	0	0	0	19
"hsa-miR-510"	0	3	4	3	0	3	0	2	4	0	0	1	0	48	37	1	1	2	2	0	0	0	0	2	39	0	1	0	10
"hsa-miR-1233"	0	0	4	2	0	0	0	4	2	0	1	2	1	38	16	2	0	1	0	0	2	1	1	1	73	1	0	2	8
"hsa-miR-15a-3p"	0	4	5	3	1	0	0	0	3	2	0	2	0	60	35	1	0	2	1	0	1	1	1	3	21	0	1	0	15
"hsa-miR-3189-5p"	0	1	9	0	0	0	0	3	4	0	1	0	0	63	28	3	0	5	2	1	0	0	0	0	25	1	1	1	14
"hsa-miR-3675-5p"	0	1	6	3	0	0	0	4	5	2	0	2	2	44	29	6	0	4	2	0	0	0	3	3	34	0	1	0	11
"hsa-miR-4659a-5p"	2	2	3	1	0	0	0	5	9	1	0	2	0	45	26	6	0	4	1	0	1	0	0	4	35	0	1	0	14
"hsa-miR-4660"	0	1	4	0	0	0	0	2	6	3	0	1	1	54	30	3	1	1	3	0	0	0	0	1	23	0	2	0	26
"hsa-miR-541-3p"	0	2	5	0	1	0	0	5	8	1	1	1	0	47	22	3	1	4	3	1	2	0	2	6	28	0	0	2	17
"hsa-miR-548aq-5p"	1	1	3	2	0	0	1	9	7	3	1	2	0	35	48	2	0	4	3	0	0	0	0	1	28	0	0	0	11
"hsa-miR-576-3p"	0	2	2	1	0	0	0	6	5	2	0	1	0	50	35	6	0	1	2	0	1	1	1	1	21	0	1	0	23
"hsa-miR-654-5p"	0	2	5	0	1	0	0	5	8	1	1	1	0	47	22	3	1	4	3	1	2	0	2	6	28	0	0	2	17
"hsa-miR-9-3p"	0	1	1	1	0	0	1	5	4	4	0	1	0	47	51	3	0	4	5	0	0	0	1	0	9	1	3	1	19
"hsa-miR-1825"	0	2	5	2	0	0	0	4	1	2	1	1	1	64	31	5	0	1	0	0	0	0	0	2	23	0	2	0	14
"hsa-miR-223-5p"	1	0	2	0	0	0	0	0	9	4	4	2	2	23	34	2	0	2	4	0	0	0	0	2	58	0	0	0	12
"hsa-miR-3152-5p"	0	1	2	0	1	0	1	5	5	2	2	0	2	35	25	0	0	1	2	0	1	0	0	0	66	0	0	0	10
"hsa-miR-4420"	1	2	2	0	0	0	1	7	5	6	1	1	0	37	41	5	0	0	0	0	0	0	0	1	32	1	1	1	16
"hsa-miR-452-3p"	1	5	6	2	0	2	0	3	9	0	0	2	2	50	30	5	0	2	0	0	0	0	1	1	21	0	1	0	18
"hsa-miR-454-3p"	0	0	0	2	0	0	0	3	5	2	0	0	2	36	27	1	0	2	1	0	1	0	0	1	63	0	2	0	13
"hsa-miR-106a-3p"	0	1	2	1	0	0	0	4	8	1	0	2	0	38	33	2	0	2	0	0	0	0	1	3	46	0	3	0	13
"hsa-miR-4259"	0	1	1	0	0	0	0	2	5	2	0	2	1	34	19	4	0	1	5	0	0	0	0	1	69	0	0	0	13
"hsa-miR-4302"	0	0	4	1	0	0	0	2	4	4	1	2	0	69	32	4	0	4	0	0	0	0	0	3	14	0	0	0	16
"hsa-miR-4419a"	1	4	2	1	0	0	0	3	2	0	1	2	0	74	28	3	0	2	5	0	0	2	0	2	11	0	2	0	15
"hsa-miR-4510"	1	4	2	1	0	0	0	3	2	0	1	2	0	74	28	3	0	2	5	0	0	2	0	2	11	0	2	0	15
"hsa-miR-4694-3p"	0	0	4	0	0	0	0	4	7	1	0	3	0	46	57	5	1	7	2	0	1	0	1	1	6	0	0	0	14
"hsa-miR-4709-3p"	0	3	4	5	0	0	0	5	2	2	0	4	1	47	47	0	0	6	2	1	0	1	1	0	9	1	1	0	18
"hsa-miR-5586-3p"	0	2	3	1	1	0	0	2	6	2	1	1	1	39	28	3	0	0	2	0	1	0	2	1	54	0	0	0	10
"hsa-miR-5699"	0	1	4	3	0	0	0	4	5	4	0	1	0	33	36	6	1	2	1	0	0	0	2	1	41	0	2	1	12
"hsa-miR-103a-2-5p"	0	5	3	0	0	0	0	11	6	1	0	1	0	50	38	2	0	2	2	0	0	0	1	1	10	1	1	0	24
"hsa-miR-339-5p"	1	0	3	1	1	0	0	5	10	3	0	1	0	39	33	10	1	0	2	1	0	0	0	2	35	0	1	1	9
"hsa-miR-3924"	1	0	6	0	0	0	0	5	8	1	3	1	3	40	51	3	0	3	0	0	0	0	0	0	6	0	1	1	26
"hsa-miR-507"	1	2	3	0	0	0	0	2	7	1	1	2	1	35	42	3	0	4	0	0	0	2	0	2	33	1	1	0	16
"hsa-miR-5194"	0	2	5	1	0	1	0	4	5	1	0	1	0	65	37	4	0	3	0	0	1	2	0	3	10	0	1	0	13
"hsa-miR-545-5p"	2	1	2	2	0	0	0	7	9	2	1	2	1	45	42	1	0	1	4	0	0	0	0	2	18	0	2	0	15
"hsa-miR-548ad"	0	0	4	3	0	0	2	4	8	0	0	7	0	38	51	5	0	4	4	0	0	0	0	0	13	0	0	0	16
"hsa-miR-671-5p"	0	2	6	1	1	0	0	7	2	4	1	1	2	48	29	0	1	2	5	2	1	0	2	1	20	0	3	0	18
"hsa-miR-3186-5p"	0	2	0	1	0	0	0	1	2	2	0	0	2	27	11	1	0	2	0	1	0	0	0	1	93	0	0	0	12
"hsa-miR-3622a-3p"	0	4	3	0	0	0	0	2	6	1	0	2	1	41	33	3	1	3	2	0	0	0	0	4	44	0	1	0	7
"hsa-miR-3622b-3p"	0	4	3	0	0	0	0	2	6	1	0	2	1	41	33	3	1	3	2	0	0	0	0	4	44	0	1	0	7
"hsa-miR-375"	0	2	3	1	0	1	0	6	13	3	2	1	2	38	37	1	0	5	1	1	1	1	0	3	19	1	0	1	15
"hsa-miR-376c"	1	1	5	0	0	0	0	3	10	2	0	2	1	41	55	6	0	3	3	0	0	1	0	2	10	0	1	0	11
"hsa-miR-384"	0	0	0	5	0	0	0	4	6	2	0	3	0	33	27	2	2	4	2	0	0	0	0	1	58	0	1	1	7
"hsa-miR-4469"	0	2	4	1	0	0	0	5	5	2	0	2	0	50	44	7	0	0	4	1	0	0	0	2	21	0	0	0	8
"hsa-miR-4477a"	0	2	0	3	0	0	0	5	12	1	0	3	0	51	52	3	0	2	3	1	0	0	0	0	14	0	0	0	6
"hsa-miR-4789-5p"	1	0	2	1	0	0	1	2	7	1	0	3	2	47	49	5	0	2	0	1	1	0	1	3	23	0	0	1	5
"hsa-miR-485-3p"	1	1	2	3	1	0	0	11	12	0	0	1	1	35	47	6	0	1	1	0	0	0	0	3	22	1	2	0	7
"hsa-miR-567"	0	1	4	0	0	0	0	4	7	2	1	2	1	42	45	3	0	1	1	0	0	1	0	3	22	0	2	1	15
"hsa-miR-646"	0	2	5	2	0	0	0	3	6	4	0	2	1	59	34	3	0	2	2	0	0	0	0	2	18	0	0	0	13
"hsa-miR-1185-5p"	0	2	1	1	0	1	1	4	3	3	0	1	0	55	40	4	0	4	4	1	1	1	0	2	8	0	0	1	19
"hsa-miR-1228-3p"	0	1	1	0	0	0	1	3	4	1	0	2	1	28	39	2	0	3	2	0	0	2	2	2	48	0	4	1	10
"hsa-miR-1271-3p"	2	1	2	2	1	0	0	5	3	1	1	3	0	36	27	1	0	2	0	0	0	0	0	0	62	1	0	0	7
"hsa-miR-29a-5p"	1	2	4	2	1	1	1	5	11	1	1	1	0	40	48	4	0	0	1	0	0	0	1	1	8	2	0	1	20
"hsa-miR-331-3p"	0	0	10	0	0	0	0	2	5	1	1	1	0	55	31	7	1	3	4	0	0	0	1	8	20	0	0	0	7
"hsa-miR-3591-5p"	0	1	4	2	0	0	0	4	8	2	2	0	0	30	28	1	0	1	2	0	0	0	0	1	58	2	1	0	10
"hsa-miR-3673"	0	0	4	0	0	0	0	2	9	2	1	2	1	39	33	3	0	1	5	0	1	0	1	0	42	0	1	0	10
"hsa-miR-3688-5p"	0	0	6	1	0	0	0	4	6	5	0	1	1	35	29	5	0	2	0	0	0	0	0	0	42	1	2	0	17
"hsa-miR-3692-3p"	0	4	4	0	0	0	2	7	4	0	1	4	0	47	43	1	0	5	3	0	0	0	1	2	12	0	0	0	17
"hsa-miR-3915"	0	3	2	3	0	2	0	3	6	6	0	4	2	49	31	5	0	4	3	0	0	0	0	1	15	0	2	0	16
"hsa-miR-3938"	1	3	3	2	0	0	0	9	7	3	0	1	0	44	28	7	1	1	2	0	0	0	0	0	34	2	0	1	8
"hsa-miR-3972"	1	1	5	1	0	0	0	3	5	1	0	1	0	52	26	7	0	2	1	0	0	1	1	2	31	0	0	0	16
"hsa-miR-4417"	0	2	6	2	0	0	0	3	10	0	1	1	0	51	18	2	1	6	3	1	1	1	2	5	24	0	1	2	14
"hsa-miR-450a-3p"	0	3	3	1	0	0	0	4	6	1	0	3	2	62	24	8	0	0	8	0	0	1	0	4	19	0	0	1	7
"hsa-miR-4638-3p"	0	4	3	2	0	0	0	4	6	1	0	2	0	51	24	1	0	2	5	0	0	0	1	3	27	0	0	1	20
"hsa-miR-550a-3-5p"	2	1	2	2	1	0	0	5	3	1	1	3	0	36	27	1	0	2	0	0	0	0	0	0	62	1	0	0	7
"hsa-miR-550a-5p"	2	1	2	2	1	0	0	5	3	1	1	3	0	36	27	1	0	2	0	0	0	0	0	0	62	1	0	0	7
"hsa-miR-1238"	0	0	4	3	1	0	0	4	2	2	0	5	1	40	42	6	0	1	5	1	0	0	0	1	10	2	2	0	24
"hsa-miR-1262"	1	1	9	5	0	0	0	6	6	1	0	1	0	34	24	5	0	4	1	1	0	0	0	2	34	2	0	0	19
"hsa-miR-1271-5p"	0	0	4	2	1	0	0	5	3	1	0	2	1	38	29	2	0	1	2	0	0	1	0	1	37	0	3	0	23
"hsa-miR-3146"	0	0	2	2	0	0	0	3	4	2	0	1	0	30	22	4	0	1	1	0	0	1	0	1	72	0	0	1	9
"hsa-miR-3173-5p"	1	0	4	1	0	0	0	3	11	2	0	0	1	58	27	2	1	0	2	0	0	0	0	7	22	1	1	1	11
"hsa-miR-3529-3p"	0	0	5	2	0	0	0	12	5	4	0	2	1	43	38	6	0	0	3	0	0	0	1	3	15	5	0	0	11
"hsa-miR-3605-5p"	0	1	1	2	0	1	0	2	7	3	0	1	1	53	34	4	0	1	3	1	0	0	1	1	22	0	0	1	16
"hsa-miR-3680-3p"	2	2	3	0	0	0	0	2	6	0	1	0	1	39	50	1	0	4	0	0	0	2	0	2	22	2	1	0	16
"hsa-miR-4650-5p"	0	0	5	3	1	0	0	0	2	3	0	2	0	50	26	1	1	1	1	0	2	1	0	2	37	0	0	0	18
"hsa-miR-4653-3p"	0	0	2	2	0	1	1	1	1	0	0	1	0	28	21	1	0	0	6	0	0	0	0	1	83	0	0	0	7
"hsa-miR-4675"	0	0	7	3	0	0	0	0	3	1	1	2	1	63	27	2	0	2	4	0	1	0	0	3	18	0	2	1	15
"hsa-miR-4680-5p"	0	1	7	0	0	0	0	1	6	1	0	2	0	30	37	3	0	5	2	0	1	0	0	0	45	0	2	0	13
"hsa-miR-4701-3p"	1	1	9	5	0	0	0	6	6	1	0	1	0	34	24	5	0	4	1	1	0	0	0	2	34	2	0	0	19
"hsa-miR-499a-5p"	2	1	4	2	0	0	0	5	12	4	0	1	1	38	57	1	0	3	3	1	0	0	1	1	11	0	0	0	8
"hsa-miR-5008-3p"	0	6	8	2	0	0	0	5	4	0	1	0	2	46	25	6	0	4	0	0	1	0	0	3	22	0	2	0	19
"hsa-miR-544a"	0	5	4	1	0	0	0	7	5	1	0	1	0	43	35	4	0	1	2	0	0	2	1	2	12	2	2	1	25
"hsa-miR-581"	0	2	4	0	0	0	0	4	12	2	2	2	1	36	33	3	1	2	1	0	1	0	1	4	18	4	1	0	22
"hsa-miR-199a-3p"	1	1	2	0	1	0	1	9	7	6	1	2	0	51	43	2	0	2	2	0	0	0	0	1	15	0	0	0	8
"hsa-miR-199b-3p"	1	1	2	0	1	0	1	9	7	6	1	2	0	51	43	2	0	2	2	0	0	0	0	1	15	0	0	0	8
"hsa-miR-3171"	1	2	4	1	0	0	0	4	7	3	2	1	2	38	49	1	0	1	1	0	0	0	0	0	11	0	0	0	27
"hsa-miR-4664-5p"	0	2	4	2	0	0	0	4	6	1	3	1	0	44	19	5	1	1	2	1	1	0	1	2	46	0	1	0	8
"hsa-miR-4671-3p"	0	0	2	2	0	0	0	2	5	3	0	0	1	37	21	1	0	2	2	0	0	0	0	1	66	1	1	0	8
"hsa-miR-4680-3p"	0	5	2	2	0	0	0	7	8	6	2	3	1	48	29	0	1	1	4	0	0	0	0	3	15	0	3	0	15
"hsa-miR-4733-3p"	0	0	3	1	0	0	0	4	11	1	0	0	1	51	30	6	0	2	1	0	0	1	1	1	28	0	0	0	13
"hsa-miR-4765"	0	1	7	4	1	0	1	1	3	2	1	2	1	41	32	5	0	1	0	0	0	1	1	0	31	0	3	0	16
"hsa-miR-556-3p"	0	0	4	0	0	0	0	9	14	2	0	3	2	40	57	0	0	3	3	1	0	1	0	0	7	0	0	0	9
"hsa-miR-649"	0	2	5	0	0	0	2	4	3	0	0	3	1	32	27	3	0	0	0	0	1	0	0	1	59	0	2	0	10
"hsa-miR-663b"	0	1	6	0	0	0	0	6	5	4	0	3	1	52	24	2	0	3	0	0	0	0	0	1	25	0	0	0	22
"hsa-miR-1"	0	0	1	1	1	0	0	2	9	0	0	2	0	38	37	2	0	0	3	0	0	0	1	0	43	0	0	0	14
"hsa-miR-1248"	0	4	5	1	0	0	1	9	4	1	1	1	1	47	41	3	0	2	3	0	0	0	0	2	4	0	1	0	23
"hsa-miR-206"	0	0	1	1	1	0	0	2	9	0	0	2	0	38	37	2	0	0	3	0	0	0	1	0	43	0	0	0	14
"hsa-miR-3679-5p"	0	1	0	2	0	1	0	2	5	3	0	1	1	51	37	2	0	2	4	1	0	0	0	3	13	0	0	1	24
