	Genesymbol	miRNA	Targetsiteclass	Cancertype	Genetype
339	ZMYM2	hsa-miR-340-5p	Created	Acute myeloid leukemia	Tumor Suppressor Gene
340	ZMYM2	hsa-miR-340-5p	Created	Acute myeloid leukemia	Tumor Suppressor Gene
341	ZMYM2	hsa-miR-340-5p	Created	Acute myeloid leukemia	Tumor Suppressor Gene
342	ABL2	hsa-miR-31-5p	Created	Medulloblastoma	Oncogene
343	ABL2	hsa-miR-3128	Created	Medulloblastoma	Oncogene
344	ABL2	hsa-miR-31-5p	Created	Medulloblastoma	Oncogene
345	ABL2	hsa-miR-3128	Created	Medulloblastoma	Oncogene
346	ABL2	hsa-miR-31-5p	Created	Medulloblastoma	Oncogene
347	ABL2	hsa-miR-3128	Created	Medulloblastoma	Oncogene
348	ABL2	hsa-miR-31-5p	Created	Medulloblastoma	Oncogene
349	ABL2	hsa-miR-3128	Created	Medulloblastoma	Oncogene
350	ABL2	hsa-miR-31-5p	Created	Medulloblastoma	Oncogene
351	ABL2	hsa-miR-3128	Created	Medulloblastoma	Oncogene
352	ABL2	hsa-miR-31-5p	Created	Medulloblastoma	Oncogene
353	ABL2	hsa-miR-3128	Created	Medulloblastoma	Oncogene
354	ABL2	hsa-miR-31-5p	Created	Medulloblastoma	Oncogene
355	ABL2	hsa-miR-3128	Created	Medulloblastoma	Oncogene
356	BPTF	hsa-miR-597	Created	Hepatocellular carcinoma	Oncogene
357	BPTF	hsa-miR-4774-5p	Disrupted	Hepatocellular carcinoma	Oncogene
358	BPTF	hsa-miR-597	Created	Hepatocellular carcinoma	Oncogene
359	BPTF	hsa-miR-4774-5p	Disrupted	Hepatocellular carcinoma	Oncogene
360	CYLD	hsa-miR-129-1-3p	Disrupted	Medulloblastoma	Tumor Suppressor Gene
361	CYLD	hsa-miR-129-2-3p	Disrupted	Medulloblastoma	Tumor Suppressor Gene
362	CYLD	hsa-miR-938	Disrupted	Medulloblastoma	Tumor Suppressor Gene
363	CYLD	hsa-miR-129-1-3p	Disrupted	Medulloblastoma	Tumor Suppressor Gene
364	CYLD	hsa-miR-129-2-3p	Disrupted	Medulloblastoma	Tumor Suppressor Gene
365	CYLD	hsa-miR-938	Disrupted	Medulloblastoma	Tumor Suppressor Gene
366	CYLD	hsa-miR-129-1-3p	Disrupted	Medulloblastoma	Tumor Suppressor Gene
367	CYLD	hsa-miR-129-2-3p	Disrupted	Medulloblastoma	Tumor Suppressor Gene
368	CYLD	hsa-miR-938	Disrupted	Medulloblastoma	Tumor Suppressor Gene
369	FGFR1	hsa-miR-330-3p	Disrupted	Medulloblastoma	Not Classified
370	FGFR1	hsa-miR-4708-3p	Created	Medulloblastoma	Not Classified
371	FGFR1	hsa-miR-4470	Created	Medulloblastoma	Not Classified
372	FGFR1	hsa-miR-330-3p	Disrupted	Medulloblastoma	Not Classified
373	FGFR1	hsa-miR-4708-3p	Created	Medulloblastoma	Not Classified
374	FGFR1	hsa-miR-4470	Created	Medulloblastoma	Not Classified
375	FGFR1	hsa-miR-330-3p	Disrupted	Medulloblastoma	Not Classified
376	FGFR1	hsa-miR-4708-3p	Created	Medulloblastoma	Not Classified
377	FGFR1	hsa-miR-4470	Created	Medulloblastoma	Not Classified
378	FGFR1	hsa-miR-330-3p	Disrupted	Medulloblastoma	Not Classified
379	FGFR1	hsa-miR-4708-3p	Created	Medulloblastoma	Not Classified
380	FGFR1	hsa-miR-4470	Created	Medulloblastoma	Not Classified
381	FGFR1	hsa-miR-330-3p	Disrupted	Medulloblastoma	Not Classified
382	FGFR1	hsa-miR-4708-3p	Created	Medulloblastoma	Not Classified
383	FGFR1	hsa-miR-4470	Created	Medulloblastoma	Not Classified
384	FGFR1	hsa-miR-330-3p	Disrupted	Medulloblastoma	Not Classified
385	FGFR1	hsa-miR-4708-3p	Created	Medulloblastoma	Not Classified
386	FGFR1	hsa-miR-4470	Created	Medulloblastoma	Not Classified
387	FGFR1	hsa-miR-330-3p	Disrupted	Medulloblastoma	Not Classified
388	FGFR1	hsa-miR-4708-3p	Created	Medulloblastoma	Not Classified
389	FGFR1	hsa-miR-4470	Created	Medulloblastoma	Not Classified
390	FGFR1	hsa-miR-330-3p	Disrupted	Medulloblastoma	Not Classified
391	FGFR1	hsa-miR-4708-3p	Created	Medulloblastoma	Not Classified
392	FGFR1	hsa-miR-4470	Created	Medulloblastoma	Not Classified
393	FGFR1	hsa-miR-330-3p	Disrupted	Medulloblastoma	Not Classified
394	FGFR1	hsa-miR-4708-3p	Created	Medulloblastoma	Not Classified
395	FGFR1	hsa-miR-4470	Created	Medulloblastoma	Not Classified
396	IRS2	hsa-miR-222-3p	Created	Medulloblastoma	Tumor Suppressor Gene
397	IRS2	hsa-miR-221-3p	Created	Medulloblastoma	Tumor Suppressor Gene
398	IRS2	hsa-miR-562	Created	Medulloblastoma	Tumor Suppressor Gene
399	MUC20	hsa-miR-4282	Disrupted	Medulloblastoma	Tumor Suppressor Gene
400	MUC20	hsa-miR-4282	Disrupted	Medulloblastoma	Tumor Suppressor Gene
401	NR2F2	hsa-miR-608	Disrupted	Hepatocellular carcinoma	Oncogene
402	NR2F2	hsa-miR-4651	Disrupted	Hepatocellular carcinoma	Oncogene
403	NR2F2	hsa-miR-3940-5p	Disrupted	Hepatocellular carcinoma	Oncogene
404	NR2F2	hsa-miR-4507	Disrupted	Hepatocellular carcinoma	Oncogene
405	NR2F2	hsa-miR-608	Disrupted	Hepatocellular carcinoma	Oncogene
406	NR2F2	hsa-miR-4651	Disrupted	Hepatocellular carcinoma	Oncogene
407	NR2F2	hsa-miR-3940-5p	Disrupted	Hepatocellular carcinoma	Oncogene
408	NR2F2	hsa-miR-4507	Disrupted	Hepatocellular carcinoma	Oncogene
409	NR2F2	hsa-miR-608	Disrupted	Hepatocellular carcinoma	Oncogene
410	NR2F2	hsa-miR-4651	Disrupted	Hepatocellular carcinoma	Oncogene
411	NR2F2	hsa-miR-3940-5p	Disrupted	Hepatocellular carcinoma	Oncogene
412	NR2F2	hsa-miR-4507	Disrupted	Hepatocellular carcinoma	Oncogene
413	NR2F2	hsa-miR-608	Disrupted	Hepatocellular carcinoma	Oncogene
414	NR2F2	hsa-miR-4651	Disrupted	Hepatocellular carcinoma	Oncogene
415	NR2F2	hsa-miR-3940-5p	Disrupted	Hepatocellular carcinoma	Oncogene
416	NR2F2	hsa-miR-4507	Disrupted	Hepatocellular carcinoma	Oncogene
417	NTRK2	hsa-miR-1252	Created	Hepatocellular carcinoma	Oncogene
418	NTRK2	hsa-miR-4434	Created	Hepatocellular carcinoma	Oncogene
419	NTRK2	hsa-miR-5703	Created	Hepatocellular carcinoma	Oncogene
420	NTRK2	hsa-miR-4516	Created	Hepatocellular carcinoma	Oncogene
421	NTRK2	hsa-miR-1273f	Disrupted	Hepatocellular carcinoma	Oncogene
422	NTRK2	hsa-miR-3978	Disrupted	Hepatocellular carcinoma	Oncogene
423	NTRK2	hsa-miR-3688-3p	Disrupted	Hepatocellular carcinoma	Oncogene
424	NTRK2	hsa-miR-1252	Created	Hepatocellular carcinoma	Oncogene
425	NTRK2	hsa-miR-4434	Created	Hepatocellular carcinoma	Oncogene
426	NTRK2	hsa-miR-5703	Created	Hepatocellular carcinoma	Oncogene
427	NTRK2	hsa-miR-4516	Created	Hepatocellular carcinoma	Oncogene
428	NTRK2	hsa-miR-1273f	Disrupted	Hepatocellular carcinoma	Oncogene
429	NTRK2	hsa-miR-3978	Disrupted	Hepatocellular carcinoma	Oncogene
430	NTRK2	hsa-miR-3688-3p	Disrupted	Hepatocellular carcinoma	Oncogene
431	RASA1	hsa-miR-29b-2-5p	Disrupted	Medulloblastoma	Tumor Suppressor Gene
432	RASA1	hsa-miR-29b-2-5p	Disrupted	Medulloblastoma	Tumor Suppressor Gene
433	SMAD4	hsa-miR-3182	Created	Medulloblastoma	Tumor Suppressor Gene
434	TOM1	hsa-miR-1252	Disrupted	Hepatocellular carcinoma	Tumor Suppressor Gene
435	TOM1	hsa-miR-1252	Disrupted	Hepatocellular carcinoma	Tumor Suppressor Gene
436	TOM1	hsa-miR-1252	Disrupted	Hepatocellular carcinoma	Tumor Suppressor Gene
437	TOM1	hsa-miR-1252	Disrupted	Hepatocellular carcinoma	Tumor Suppressor Gene
438	NF2	hsa-miR-1273d	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
439	NF2	hsa-miR-1273d	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
440	NF2	hsa-miR-1273d	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
441	NF2	hsa-miR-1273d	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
442	NF2	hsa-miR-1273d	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
443	NF2	hsa-miR-1273d	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
444	NF2	hsa-miR-1273d	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
445	EPHB2	hsa-miR-181a-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
446	EPHB2	hsa-miR-181a-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
447	HNF1A	hsa-miR-4647	Created	LiverCancer(NCC,JP)	Oncogene
448	ERBB3	hsa-miR-139-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
449	LPHN2	hsa-miR-5589-5p	Created	LiverCancer(RIKEN,JP)	Oncogene
450	PRKCZ	hsa-miR-2278	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Not Classified
451	PRKCZ	hsa-miR-2278	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Not Classified
452	PRKCZ	hsa-miR-2278	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Not Classified
453	PRKCZ	hsa-miR-2278	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Not Classified
454	ABL2	hsa-miR-5006-5p	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
455	HLA-A	hsa-miR-1271-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
456	HLA-A	hsa-miR-1271-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
457	CCAR1	hsa-miR-7-1-3p	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
458	CCAR1	hsa-miR-7-2-3p	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
459	CHD8	hsa-miR-181c-5p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
460	CHD8	hsa-miR-181c-5p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
461	CNOT4	hsa-miR-3140-5p	Created	LiverCancer(NCC,JP)	Not Classified
462	CNOT4	hsa-miR-3140-5p	Created	LiverCancer(NCC,JP)	Not Classified
463	CNOT4	hsa-miR-3140-5p	Created	LiverCancer(NCC,JP)	Not Classified
464	CNOT4	hsa-miR-3140-5p	Created	LiverCancer(NCC,JP)	Not Classified
465	NTRK2	hsa-miR-491-3p	Disrupted	LiverCancer(RIKEN,JP)	Oncogene
466	MECOM	hsa-miR-4708-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
467	MECOM	hsa-miR-4708-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
468	MECOM	hsa-miR-4708-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
469	MECOM	hsa-miR-4708-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
470	MECOM	hsa-miR-4708-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
471	MECOM	hsa-miR-4708-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
472	MECOM	hsa-miR-4708-3p	Created	LiverCancer(RIKEN,JP)	Oncogene
473	TP53	hsa-miR-4424	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
474	TP53	hsa-miR-4424	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
475	MAGI2	hsa-miR-490-3p	Created	LiverCancer(RIKEN,JP)	Not Classified
476	CHD8	hsa-miR-181a-5p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
477	CHD8	hsa-miR-181a-5p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
478	SOX9	hsa-miR-1181	Created	GastricCancer(CCGC,CN)	Tumor Suppressor Gene
479	NF2	hsa-miR-4666b	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
480	CUL2	hsa-miR-4694-5p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
481	CUL2	hsa-miR-4694-5p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
482	CUL2	hsa-miR-4694-5p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
483	CUL2	hsa-miR-4694-5p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
484	VHL	hsa-miR-3660	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
485	VHL	hsa-miR-3660	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
486	ACO1	hsa-miR-1183	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
487	NTRK3	hsa-miR-3689d	Created	LiverCancer(RIKEN,JP)	Oncogene
488	BCLAF1	hsa-miR-513c-5p	Disrupted	LiverCancer(NCC,JP)	Oncogene
489	FBXW7	hsa-miR-3646	Created	BreastCarcinoma(WTSI,UK)	Tumor Suppressor Gene
490	GNAS	hsa-miR-4714-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
491	GNAS	hsa-miR-4714-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
492	CHD8	hsa-miR-4262	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
493	CHD8	hsa-miR-4262	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
494	CAT	hsa-miR-3146	Created	LiverCancer(NCC,JP)	Oncogene
495	CHD8	hsa-miR-181d	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
496	CHD8	hsa-miR-181d	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
497	BNC2	hsa-miR-3529-3p	Created	ColonAdenocarcinoma(TCGA,US)	Tumor Suppressor Gene
498	EIF4A2	hsa-miR-222-5p	Created	LiverCancer(RIKEN,JP)	Oncogene
499	MYD88	hsa-miR-5689	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Not Classified
500	MYD88	hsa-miR-5689	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Not Classified
501	CHD8	hsa-miR-181b-5p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
502	CHD8	hsa-miR-181b-5p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
503	PRRX1	hsa-miR-4513	Created	LiverCancer(RIKEN,JP)	Oncogene
504	PRRX1	hsa-miR-4513	Created	LiverCancer(RIKEN,JP)	Oncogene
505	THRAP3	hsa-miR-361-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
506	EPHB2	hsa-miR-587	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
507	EPHB2	hsa-miR-587	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
508	MAGI2	hsa-miR-649	Created	LiverCancer(RIKEN,JP)	Not Classified
509	ACO1	hsa-miR-873-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
510	FANCI	hsa-miR-4474-3p	Created	LiverCancer(NCC,JP)	Not Classified
511	FANCI	hsa-miR-4474-3p	Created	LiverCancer(NCC,JP)	Not Classified
512	ATRX	hsa-miR-3607-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
513	ATRX	hsa-miR-3607-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
514	MAP2K4	hsa-miR-1909-3p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
515	VHL	hsa-miR-4526	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
516	VHL	hsa-miR-4526	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
517	MET	hsa-miR-4530	Created	ProstateCancer(OICR,CA)	Oncogene
518	MET	hsa-miR-4530	Created	ProstateCancer(OICR,CA)	Oncogene
519	MCM8	hsa-miR-2053	Created	LiverCancer(RIKEN,JP)	Oncogene
520	MCM8	hsa-miR-2053	Created	LiverCancer(RIKEN,JP)	Oncogene
521	HNF1A	hsa-miR-4662b	Created	LiverCancer(NCC,JP)	Oncogene
522	HNF1A	hsa-miR-4426	Created	LiverCancer(NCC,JP)	Oncogene
523	MCM3	hsa-miR-21-5p	Created	LiverCancer(RIKEN,JP)	Oncogene
524	EFTUD2	hsa-miR-548ak	Created	LiverCancer(NCC,JP)	Not Classified
525	EFTUD2	hsa-miR-548ak	Created	LiverCancer(NCC,JP)	Not Classified
526	FAS	hsa-miR-493-5p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Tumor Suppressor Gene
527	GNAS	hsa-miR-4793-5p	Created	BladderUrothelialCarcinoma(TCGA,US)	Oncogene
528	GNAS	hsa-miR-4793-5p	Created	BladderUrothelialCarcinoma(TCGA,US)	Oncogene
529	EFTUD2	hsa-miR-548o-5p	Created	LiverCancer(NCC,JP)	Not Classified
530	TCF4	hsa-miR-3675-5p	Created	LiverCancer(NCC,JP)	Oncogene
531	TCF4	hsa-miR-3675-5p	Created	LiverCancer(NCC,JP)	Oncogene
532	TCF4	hsa-miR-3675-5p	Created	LiverCancer(NCC,JP)	Oncogene
533	TCF4	hsa-miR-3675-5p	Created	LiverCancer(NCC,JP)	Oncogene
534	TCF4	hsa-miR-3675-5p	Created	LiverCancer(NCC,JP)	Oncogene
535	TCF4	hsa-miR-3675-5p	Created	LiverCancer(NCC,JP)	Oncogene
536	TCF4	hsa-miR-3675-5p	Created	LiverCancer(NCC,JP)	Oncogene
537	TCF4	hsa-miR-3675-5p	Created	LiverCancer(NCC,JP)	Oncogene
538	TCF4	hsa-miR-3675-5p	Created	LiverCancer(NCC,JP)	Oncogene
539	TCF4	hsa-miR-3675-5p	Created	LiverCancer(NCC,JP)	Oncogene
540	TCF4	hsa-miR-3675-5p	Created	LiverCancer(NCC,JP)	Oncogene
541	TCF4	hsa-miR-3675-5p	Created	LiverCancer(NCC,JP)	Oncogene
542	ERBB3	hsa-miR-3922-5p	Created	LiverCancer(NCC,JP)	Oncogene
543	ERBB3	hsa-miR-4717-5p	Created	LiverCancer(NCC,JP)	Oncogene
544	EEF1A1	hsa-miR-5581-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
545	NCKAP1	hsa-miR-3156-5p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
546	NCKAP1	hsa-miR-3156-5p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
547	SH2B3	hsa-miR-450a-5p	Created	LiverCancer(RIKEN,JP)	Not Classified
548	MED17	hsa-miR-4530	Created	ProstateCancer(OICR,CA)	Oncogene
549	FAS	hsa-miR-643	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Tumor Suppressor Gene
550	DHX35	hsa-miR-564	Created	LiverCancer(NCC,JP)	Oncogene
551	DHX35	hsa-miR-564	Created	LiverCancer(NCC,JP)	Oncogene
552	CCAR1	hsa-miR-625-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
553	CDKN2A	hsa-miR-1973	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Tumor Suppressor Gene
554	SHMT1	hsa-miR-553	Created	LiverCancer(RIKEN,JP)	Not Classified
555	SHMT1	hsa-miR-553	Created	LiverCancer(RIKEN,JP)	Not Classified
556	BRWD1	hsa-miR-580	Created	LiverCancer(RIKEN,JP)	Oncogene
557	KEAP1	hsa-miR-125b-1-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
558	KEAP1	hsa-miR-125b-1-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
559	CAT	hsa-miR-590-5p	Created	LiverCancer(NCC,JP)	Oncogene
560	PIK3R3	hsa-miR-33a-3p	Created	LiverCancer(NCC,JP)	Oncogene
561	PIK3R3	hsa-miR-33a-3p	Created	LiverCancer(NCC,JP)	Oncogene
562	CDKN2A	hsa-miR-1973	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Tumor Suppressor Gene
563	AFF4	hsa-miR-1914-5p	Created	LiverCancer(RIKEN,JP)	Not Classified
564	TJP1	hsa-miR-4637	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
565	TJP1	hsa-miR-4637	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
566	GNAS	hsa-miR-330-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
567	GNAS	hsa-miR-330-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
568	GNAS	hsa-miR-4722-3p	Created	BladderUrothelialCarcinoma(TCGA,US)	Oncogene
569	GNAS	hsa-miR-4722-3p	Created	BladderUrothelialCarcinoma(TCGA,US)	Oncogene
570	FXR1	hsa-miR-4640-5p	Created	BladderUrothelialCarcinoma(TCGA,US)	Tumor Suppressor Gene
571	CDKN2A	hsa-miR-125a-3p	Created	BladderUrothelialCarcinoma(TCGA,US)	Tumor Suppressor Gene
572	ARHGAP26	hsa-miR-1285-3p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
573	ARHGAP26	hsa-miR-1285-3p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
574	ATM	hsa-miR-1224-3p	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
575	SHMT1	hsa-miR-16-1-3p	Created	LiverCancer(NCC,JP)	Not Classified
576	SHMT1	hsa-miR-16-1-3p	Created	LiverCancer(NCC,JP)	Not Classified
577	PPP2R5C	hsa-miR-557	Created	LiverCancer(NCC,JP)	Oncogene
578	PPP2R5C	hsa-miR-557	Created	LiverCancer(NCC,JP)	Oncogene
579	PPP2R5C	hsa-miR-557	Created	LiverCancer(NCC,JP)	Oncogene
580	PPP2R5C	hsa-miR-557	Created	LiverCancer(NCC,JP)	Oncogene
581	PGR	hsa-miR-3161	Created	LiverCancer(RIKEN,JP)	Oncogene
582	KEAP1	hsa-miR-483-5p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
583	KEAP1	hsa-miR-483-5p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
584	TCF4	hsa-miR-185-3p	Created	LiverCancer(NCC,JP)	Oncogene
585	TCF4	hsa-miR-185-3p	Created	LiverCancer(NCC,JP)	Oncogene
586	TCF4	hsa-miR-185-3p	Created	LiverCancer(NCC,JP)	Oncogene
587	TCF4	hsa-miR-185-3p	Created	LiverCancer(NCC,JP)	Oncogene
588	TCF4	hsa-miR-185-3p	Created	LiverCancer(NCC,JP)	Oncogene
589	TCF4	hsa-miR-185-3p	Created	LiverCancer(NCC,JP)	Oncogene
590	TCF4	hsa-miR-185-3p	Created	LiverCancer(NCC,JP)	Oncogene
591	TCF4	hsa-miR-185-3p	Created	LiverCancer(NCC,JP)	Oncogene
592	TCF4	hsa-miR-185-3p	Created	LiverCancer(NCC,JP)	Oncogene
593	TCF4	hsa-miR-185-3p	Created	LiverCancer(NCC,JP)	Oncogene
594	TCF4	hsa-miR-185-3p	Created	LiverCancer(NCC,JP)	Oncogene
595	TCF4	hsa-miR-185-3p	Created	LiverCancer(NCC,JP)	Oncogene
596	EFTUD2	hsa-miR-548w	Created	LiverCancer(NCC,JP)	Not Classified
597	EFTUD2	hsa-miR-548w	Created	LiverCancer(NCC,JP)	Not Classified
598	ARHGAP26	hsa-miR-5095	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
599	ARHGAP26	hsa-miR-5095	Created	ProstateCancer(OICR,CA)	Tumor Suppressor Gene
600	NCKAP1	hsa-miR-3673	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
601	HCFC1	hsa-miR-194-3p	Created	LiverCancer(NCC,JP)	Oncogene
602	HNF1A	hsa-miR-4534	Created	LiverCancer(NCC,JP)	Oncogene
603	SHMT1	hsa-miR-548ah-3p	Created	LiverCancer(RIKEN,JP)	Not Classified
604	SHMT1	hsa-miR-548ah-3p	Created	LiverCancer(RIKEN,JP)	Not Classified
605	TP53	hsa-miR-652-5p	Created	BladderUrothelialCarcinoma(TCGA,US)	Tumor Suppressor Gene
606	TP53	hsa-miR-652-5p	Created	BladderUrothelialCarcinoma(TCGA,US)	Tumor Suppressor Gene
607	TP53	hsa-miR-652-5p	Created	BladderUrothelialCarcinoma(TCGA,US)	Tumor Suppressor Gene
608	TP53	hsa-miR-652-5p	Created	BladderUrothelialCarcinoma(TCGA,US)	Tumor Suppressor Gene
609	SMAD2	hsa-miR-4477a	Disrupted	LiverCancer(NCC,JP)	Tumor Suppressor Gene
610	HLA-A	hsa-miR-550a-5p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
611	HLA-A	hsa-miR-550a-5p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
612	PRKCZ	hsa-miR-4652-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Not Classified
613	PRKCZ	hsa-miR-4652-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Not Classified
614	PRKCZ	hsa-miR-4652-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Not Classified
615	PRKCZ	hsa-miR-4652-3p	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Not Classified
616	NDRG1	hsa-miR-363-5p	Created	LiverCancer(NCC,JP)	Oncogene
617	NDRG1	hsa-miR-363-5p	Created	LiverCancer(NCC,JP)	Oncogene
618	PCSK5	hsa-miR-93-5p	Created	ProstateCancer(OICR,CA)	Not Classified
619	NR4A2	hsa-miR-4731-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
620	PLCG1	hsa-miR-4753-5p	Created	LiverCancer(NCC,JP)	Oncogene
621	PLCG1	hsa-miR-4753-5p	Created	LiverCancer(NCC,JP)	Oncogene
622	FN1	hsa-miR-676-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
623	FN1	hsa-miR-676-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
624	FN1	hsa-miR-676-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
625	FN1	hsa-miR-676-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
626	FN1	hsa-miR-676-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
627	CREBBP	hsa-miR-455-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
628	CREBBP	hsa-miR-455-3p	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
629	GNAS	hsa-miR-3660	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
630	GNAS	hsa-miR-3660	Created	UterineCorpusEndometrioidCarcinoma(TCGA,US)	Oncogene
631	MSR1	hsa-miR-548ah-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
632	MSR1	hsa-miR-548ah-3p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
633	VIM	hsa-miR-367-5p	Created	LiverCancer(NCC,JP)	Not Classified
634	CDC27	hsa-miR-4514	Created	LiverCancer(RIKEN,JP)	Tumor Suppressor Gene
635	SHMT1	hsa-miR-548aq-3p	Created	LiverCancer(RIKEN,JP)	Not Classified
636	SHMT1	hsa-miR-548aq-3p	Created	LiverCancer(RIKEN,JP)	Not Classified
637	AHR	hsa-miR-150-5p	Created	ProstateCancer(OICR,CA)	Oncogene
638	ZMYM2	hsa-miR-377-5p	Created	LiverCancer(NCC,JP)	Tumor Suppressor Gene
