	Unnamed: 0	Acute myeloid leukemia	BladderUrothelialCarcinoma(TCGA,US)	Breast Cancer	BreastCarcinoma(WTSI,UK)	BreastInvasiveCarcinoma(TCGA,US)	CervicalSquamousCellCarcinoma(TCGA,US)	Chronic lymphocytic leukaemia	ColonAdenocarcinoma(TCGA,US)	Colorectal adenocarcinoma	GastricCancer(CCGC,CN)	Hepatocellular carcinoma	Hypodiploid_ALL	Leukemia/T-ALL	LiverCancer(NCC,JP)	LiverCancer(RIKEN,JP)	Lung	MalignantMelanoma(WTSI,UK)	Medulloblastoma	Melanoma	Myeloid leukemia	Myeloma	Pancreatic	PediatricBrainTumors(DKFZ,DE)	Prostate	ProstateCancer(OICR,CA)	RectumAdenocarcinoma(TCGA,US)	Small cell lung cancer	T-cell ALL	UterineCorpusEndometrioidCarcinoma(TCGA,US)
168	hsa-miR-1304-5p		2.0	11.0	6.0		1.0		21.0	8.0	3.0	3.0	2.0		94	58	11.0		3.0	8.0	1.0					159.0	5.0	1.0		22.0
169	hsa-miR-1305	10.0	7.0	10.0	4.0	1.0			52.0	28.0	2.0	1.0	2.0	6.0	100	126	5.0	1.0	11.0	5.0	4.0	1.0		3.0	3.0	42.0	8.0	5.0		23.0
170	hsa-miR-1306-3p		1.0		1.0		1.0			2.0	5.0			1.0	22	24			3.0							113.0				24.0
171	hsa-miR-1306-5p		8.0	5.0		1.0	2.0		15.0	7.0	1.0	3.0	1.0	9.0	61	49	10.0	2.0	8.0	2.0		1.0		1.0	11.0	75.0		3.0		30.0
172	hsa-miR-1307-3p		1.0						7.0	1.0		1.0	2.0		21	7	1.0		1.0	1.0						76.0	1.0			10.0
173	hsa-miR-1307-5p		1.0						1.0	1.0					9	33		1.0							5.0	23.0				10.0
174	hsa-miR-130a-3p		1.0	3.0	7.0				5.0	7.0	2.0	1.0	1.0	9.0	74	81	5.0		2.0	1.0		1.0				114.0		2.0		32.0
175	hsa-miR-130a-5p		4.0	17.0	3.0			4.0	14.0	21.0	2.0		2.0	5.0	81	89	1.0		4.0			1.0	1.0	1.0	4.0	32.0	5.0	4.0	5.0	35.0
176	hsa-miR-130b-3p		1.0	3.0	7.0				5.0	7.0	2.0	1.0	1.0	9.0	74	81	5.0		2.0	1.0		1.0				114.0		2.0		32.0
177	hsa-miR-130b-5p		7.0	19.0	8.0		1.0	7.0	11.0	14.0		2.0	8.0	2.0	61	102	11.0		6.0	12.0	1.0		1.0	2.0	1.0	20.0	6.0	7.0		34.0
178	hsa-miR-132-3p		3.0	10.0	1.0				6.0	16.0	6.0				60	82	4.0		5.0	12.0	4.0				2.0	21.0			1.0	28.0
179	hsa-miR-132-5p	2.0	1.0	2.0					1.0	13.0	18.0		1.0	8.0	39	23	6.0								2.0	9.0			2.0	16.0
180	hsa-miR-1321	1.0	1.0	8.0	2.0		4.0		6.0	15.0	5.0	2.0	2.0		135	94	24.0		4.0	18.0	1.0		2.0		4.0	186.0		1.0	5.0	14.0
181	hsa-miR-1322	1.0		6.0	8.0			1.0	19.0	1.0	5.0	2.0	3.0	9.0	50	49	6.0				1.0	1.0			4.0	35.0	12.0			28.0
182	hsa-miR-1323		1.0	23.0	4.0				25.0	39.0	1.0	4.0	3.0		130	149	18.0		5.0	3.0					8.0	41.0	6.0	3.0	2.0	11.0
183	hsa-miR-1324		8.0	5.0	1.0				5.0	6.0	6.0	3.0	2.0		74	88	6.0		5.0						6.0	89.0		9.0	2.0	7.0
184	hsa-miR-133a		3.0		6.0	1.0			10.0	17.0	1.0		1.0	11.0	49	66	5.0		9.0	1.0			1.0		4.0	51.0				14.0
185	hsa-miR-133b		3.0		6.0	1.0			10.0	17.0	1.0		1.0	11.0	49	66	5.0		9.0	1.0			1.0		4.0	51.0				14.0
186	hsa-miR-134		1.0	2.0					7.0	3.0	2.0				57	46			1.0	2.0			3.0			26.0	4.0	1.0		30.0
187	hsa-miR-1343		5.0	11.0	1.0				11.0	10.0	2.0	1.0	2.0	1.0	95	86	11.0		2.0	8.0				3.0	2.0	217.0		1.0		27.0
188	hsa-miR-135a-3p		2.0	4.0	1.0		4.0	1.0	1.0	7.0		3.0	1.0	1.0	44	48	9.0		3.0	3.0			1.0		2.0	84.0		2.0		3.0
189	hsa-miR-135a-5p		1.0	3.0	1.0				9.0	6.0	4.0		2.0		96	42	5.0		1.0	3.0			1.0			56.0		5.0		9.0
190	hsa-miR-135b-3p		4.0		1.0				4.0	2.0	4.0	4.0	2.0	1.0	67	51	4.0			2.0				5.0	2.0	12.0				10.0
191	hsa-miR-135b-5p		1.0	3.0	1.0				9.0	6.0	4.0		2.0		96	42	5.0		1.0	3.0			1.0			56.0		5.0		9.0
192	hsa-miR-136-3p	2.0	2.0	10.0					7.0	8.0					40	52	13.0		2.0	5.0	2.0			4.0	1.0	26.0		1.0		26.0
193	hsa-miR-136-5p			12.0				1.0	27.0	18.0	1.0	3.0		2.0	63	78	9.0		8.0	2.0						108.0	4.0			19.0
194	hsa-miR-137				5.0		1.0		18.0	11.0	3.0	1.0			64	105	11.0		8.0	2.0	1.0			1.0		42.0		1.0	1.0	19.0
195	hsa-miR-138-1-3p		3.0	3.0	11.0				13.0	4.0	1.0				48	72	3.0		2.0		1.0				1.0	42.0	4.0		1.0	11.0
196	hsa-miR-138-2-3p		1.0	18.0	3.0				28.0	15.0	4.0		5.0	2.0	73	113	6.0			1.0	1.0		1.0			23.0			2.0	32.0
197	hsa-miR-138-5p			6.0	5.0				5.0	15.0	4.0	4.0		12.0	72	51	6.0		5.0	2.0			1.0		7.0	108.0		4.0	1.0	28.0
198	hsa-miR-139-3p	4.0							5.0	9.0			8.0		41	32	3.0								1.0	82.0			1.0	23.0
199	hsa-miR-139-5p			6.0	2.0				9.0	8.0	8.0	5.0		10.0	59	88	3.0	1.0	6.0	2.0	1.0			2.0		73.0	4.0	1.0	1.0	14.0
200	hsa-miR-140-3p			8.0	4.0			1.0	29.0	8.0	1.0		3.0	4.0	111	65	4.0		2.0	11.0						24.0	5.0	1.0		31.0
201	hsa-miR-140-5p		1.0	15.0	3.0				1.0		7.0		1.0	1.0	81	46	37.0			4.0				1.0	1.0	87.0		1.0		19.0
202	hsa-miR-141-3p	1.0		12.0			1.0		14.0	11.0	3.0		2.0	9.0	83	110	5.0		2.0	1.0		1.0			4.0	81.0		4.0	2.0	9.0
203	hsa-miR-141-5p		3.0	9.0	2.0		1.0		8.0	29.0	3.0		3.0	7.0	83	86	6.0		2.0	5.0		1.0		1.0		30.0	4.0	2.0		39.0
204	hsa-miR-142-3p		1.0	2.0	2.0	18.0			10.0	7.0	1.0				51	37			2.0	1.0				1.0	1.0	50.0	2.0	1.0		7.0
205	hsa-miR-142-5p	6.0	2.0	14.0	2.0				11.0	21.0	13.0	2.0	5.0		110	133	12.0	3.0	10.0	7.0	1.0			1.0	2.0	30.0				32.0
206	hsa-miR-143-3p		4.0	3.0	4.0			1.0	26.0	11.0	2.0	3.0		2.0	79	86	6.0		4.0	4.0			1.0			107.0		1.0	1.0	33.0
207	hsa-miR-143-5p	3.0	2.0	3.0					9.0	2.0	3.0		1.0	5.0	79	62	3.0		5.0	1.0	1.0	2.0			7.0	141.0		1.0		42.0
208	hsa-miR-144-3p		1.0	3.0					14.0	14.0	11.0	1.0		1.0	84	93			3.0	1.0	1.0				1.0	33.0	4.0	1.0		22.0
209	hsa-miR-144-5p			8.0	1.0				9.0	11.0	2.0				67	85	1.0		6.0	2.0	3.0	2.0			3.0	1.0			1.0	18.0
210	hsa-miR-145-3p		2.0	7.0	3.0				7.0	4.0	2.0		2.0		64	38	1.0	2.0	8.0					1.0		13.0		1.0	1.0	10.0
211	hsa-miR-145-5p		5.0	2.0					8.0	6.0			2.0		98	55	5.0		1.0				1.0		2.0	28.0		7.0		11.0
212	hsa-miR-1468	1.0	2.0	1.0						2.0	1.0				16	34	3.0		10.0							23.0		1.0	2.0	18.0
213	hsa-miR-1469		1.0						2.0	1.0		1.0			45	3	1.0					1.0				55.0	1.0			17.0
214	hsa-miR-146a-3p		12.0	3.0	4.0		2.0		22.0	14.0	6.0	1.0	13.0	1.0	96	56	2.0		1.0	1.0				1.0	5.0	42.0		6.0		28.0
215	hsa-miR-146a-5p		3.0	9.0	3.0				1.0	1.0	1.0	2.0	2.0		83	68	12.0		21.0	9.0	1.0	1.0				50.0		4.0		48.0
216	hsa-miR-146b-3p			4.0	1.0	6.0			3.0	11.0	6.0			1.0	82	42	6.0			1.0	1.0				1.0	52.0	4.0	3.0	1.0	13.0
217	hsa-miR-146b-5p		3.0	9.0	3.0				1.0	1.0	1.0	2.0	2.0		83	68	12.0		21.0	9.0	1.0	1.0				50.0		4.0		48.0
218	hsa-miR-1470		4.0	10.0					5.0	3.0	1.0		10.0	1.0	88	40	3.0			4.0					2.0	31.0	2.0		1.0	16.0
219	hsa-miR-1471		1.0	2.0						4.0				7.0	18	5	1.0								1.0	24.0				13.0
220	hsa-miR-147a		1.0	8.0					6.0	11.0		2.0	5.0		135	49	5.0		7.0	2.0		1.0			16.0	97.0			2.0	31.0
221	hsa-miR-147b			2.0					1.0	5.0			4.0		36	41	8.0		3.0						5.0	30.0				31.0
222	hsa-miR-148a-3p		1.0	9.0	6.0				2.0	18.0	3.0	1.0	1.0	6.0	98	63	8.0		3.0	1.0			1.0			97.0		1.0		32.0
223	hsa-miR-148a-5p		1.0		1.0				5.0	11.0	9.0	1.0	1.0		70	87	1.0		1.0	3.0				2.0	1.0	29.0		5.0		28.0
224	hsa-miR-148b-3p		1.0	9.0	6.0				2.0	18.0	3.0	1.0	1.0	6.0	98	63	8.0		3.0	1.0			1.0			97.0		1.0		32.0
225	hsa-miR-148b-5p		2.0	6.0	1.0				5.0	8.0	5.0		1.0		67	42	4.0			2.0				3.0	4.0	31.0		5.0		36.0
226	hsa-miR-149-3p	1.0	2.0	11.0	3.0				9.0	8.0	3.0	2.0	2.0		130	74	19.0		11.0	19.0	1.0		2.0		2.0	188.0		1.0		14.0
227	hsa-miR-149-5p	6.0	1.0	4.0					11.0	15.0	3.0		1.0	1.0	78	37	2.0			2.0				2.0		104.0		4.0		21.0
228	hsa-miR-150-3p			1.0						7.0	5.0	2.0	7.0		59	32	2.0		2.0	5.0					2.0	15.0		1.0		19.0
229	hsa-miR-150-5p		8.0	37.0	3.0				3.0	10.0	4.0		3.0		59	78	8.0		1.0	4.0					1.0	279.0				22.0
230	hsa-miR-151a-3p	1.0	5.0	7.0	2.0				10.0	7.0	1.0		4.0		40	40	2.0		5.0	5.0	1.0			4.0	2.0	35.0		6.0	1.0	7.0
231	hsa-miR-151a-5p		3.0	4.0	8.0			2.0	6.0	1.0	2.0		1.0		64	40	17.0		6.0	1.0					1.0	9.0		1.0		23.0
232	hsa-miR-151b		3.0	4.0	8.0			2.0	6.0	1.0	2.0		1.0		64	40	17.0		6.0	1.0					1.0	9.0		1.0		23.0
233	hsa-miR-152		1.0	9.0	6.0				2.0	18.0	3.0	1.0	1.0	6.0	98	63	8.0		3.0	1.0			1.0			97.0		1.0		32.0
234	hsa-miR-153	1.0	3.0	1.0					7.0	9.0	5.0	1.0		1.0	39	63	2.0		2.0	1.0			2.0		1.0	23.0	3.0	2.0		13.0
235	hsa-miR-1537			5.0	2.0			2.0	8.0	17.0	3.0		10.0		72	61	3.0		4.0	3.0					4.0	20.0		3.0		3.0
236	hsa-miR-1538			4.0	1.0				6.0	6.0	3.0	1.0			38	16	1.0								5.0	24.0	1.0			20.0
237	hsa-miR-1539		4.0	2.0	1.0				3.0	8.0	3.0			1.0	68	24	4.0			1.0					3.0	78.0		3.0		15.0
238	hsa-miR-154-3p			7.0	6.0				8.0	14.0	7.0	1.0	4.0		47	67	10.0		1.0	1.0		1.0			2.0	13.0	3.0	1.0		16.0
239	hsa-miR-154-5p		1.0	2.0	3.0				7.0	12.0			3.0		40	50	4.0			6.0				1.0	7.0	16.0	2.0			13.0
240	hsa-miR-155-3p		2.0	3.0	3.0				8.0	3.0		2.0			59	52	4.0	1.0	12.0							42.0		1.0		7.0
241	hsa-miR-155-5p	1.0	3.0	4.0				2.0	8.0	2.0	5.0		5.0		94	65	7.0		3.0	2.0					3.0	75.0		4.0		20.0
242	hsa-miR-1587		1.0	7.0	3.0				1.0	6.0	1.0		1.0		106	33	5.0		16.0	5.0			2.0		5.0	19.0		1.0	5.0	19.0
243	hsa-miR-15a-3p		4.0	13.0	4.0	1.0				6.0	2.0		3.0		95	53	2.0		5.0	1.0		1.0	2.0	2.0	4.0	39.0		6.0		20.0
244	hsa-miR-15a-5p	6.0	3.0	13.0	5.0				10.0	7.0	9.0		3.0	10.0	94	44	4.0		10.0	4.0	1.0	1.0	1.0	2.0	2.0	39.0		8.0		28.0
245	hsa-miR-15b-3p				4.0		1.0		5.0	13.0	7.0	1.0	2.0		59	48	10.0		4.0			1.0			1.0	19.0		2.0		17.0
246	hsa-miR-15b-5p	6.0	3.0	13.0	5.0				10.0	7.0	9.0		3.0	10.0	94	44	4.0		10.0	4.0	1.0	1.0	1.0	2.0	2.0	39.0		8.0		28.0
247	hsa-miR-16-1-3p	1.0	1.0	5.0	1.0				4.0	9.0	15.0				52	51	2.0		8.0	1.0					3.0	51.0		7.0		12.0
248	hsa-miR-16-2-3p	1.0		3.0					18.0	20.0	7.0		14.0		85	121			6.0	3.0	1.0				1.0	10.0	4.0	7.0		33.0
249	hsa-miR-16-5p	6.0	3.0	13.0	5.0				10.0	7.0	9.0		3.0	10.0	94	44	4.0		10.0	4.0	1.0	1.0	1.0	2.0	2.0	39.0		8.0		28.0
250	hsa-miR-17-3p	3.0	1.0	7.0					6.0	10.0	7.0		5.0	9.0	105	66	2.0		5.0	2.0	2.0	1.0	1.0			214.0		7.0	5.0	41.0
251	hsa-miR-17-5p	5.0	3.0	7.0	3.0			3.0	21.0	12.0	6.0		4.0	2.0	72	104	3.0	4.0	3.0	5.0				1.0		363.0	1.0	5.0		38.0
252	hsa-miR-181a-2-3p	1.0	4.0	5.0	2.0	1.0	1.0	1.0	10.0	10.0	6.0		2.0		91	62	10.0		2.0						2.0	76.0	4.0	1.0	1.0	18.0
253	hsa-miR-181a-3p		1.0	6.0					1.0	2.0	1.0	1.0			38	12	2.0								1.0	15.0				37.0
254	hsa-miR-181a-5p		1.0	9.0	12.0		1.0	1.0	10.0	23.0	1.0	1.0	7.0	2.0	82	134	6.0		13.0				1.0		11.0	9.0	9.0	5.0		61.0
255	hsa-miR-181b-3p	1.0	3.0	2.0	1.0			1.0	14.0	11.0	7.0	2.0	3.0		57	74	10.0								1.0	58.0	4.0	1.0	1.0	22.0
256	hsa-miR-181b-5p		1.0	9.0	12.0		1.0	1.0	10.0	23.0	1.0	1.0	7.0	2.0	82	134	6.0		13.0				1.0		11.0	9.0	9.0	5.0		61.0
257	hsa-miR-181c-3p			6.0	2.0				8.0	2.0	1.0	1.0	7.0	2.0	43	41	6.0		1.0						4.0	20.0		3.0		25.0
258	hsa-miR-181c-5p		1.0	9.0	12.0		1.0	1.0	10.0	23.0	1.0	1.0	7.0	2.0	82	134	6.0		13.0				1.0		11.0	9.0	9.0	5.0		61.0
259	hsa-miR-181d		1.0	9.0	12.0		1.0	1.0	10.0	23.0	1.0	1.0	7.0	2.0	82	134	6.0		13.0				1.0		11.0	9.0	9.0	5.0		61.0
260	hsa-miR-182-3p		1.0	6.0	1.0				9.0	4.0	6.0		1.0	1.0	34	46	5.0		2.0	1.0				1.0	1.0	25.0		3.0		21.0
261	hsa-miR-182-5p			8.0	1.0	1.0			8.0	14.0	2.0		3.0	1.0	44	65	5.0		10.0	2.0						23.0		10.0		46.0
262	hsa-miR-1825		2.0	5.0	6.0				7.0	1.0	2.0	1.0	1.0	4.0	113	58	37.0		2.0						2.0	34.0		8.0		26.0
263	hsa-miR-1827	3.0	3.0	11.0	1.0				27.0	11.0	2.0		5.0	9.0	99	70	9.0		6.0	5.0	1.0	1.0		1.0	3.0	143.0	7.0			25.0
264	hsa-miR-183-3p		1.0		2.0				6.0	23.0	4.0	10.0	2.0		52	48	2.0	2.0	3.0	3.0					1.0	51.0		3.0		36.0
265	hsa-miR-183-5p			4.0	1.0				7.0	8.0	4.0		2.0		77	42	7.0			2.0			1.0		1.0	25.0		1.0		18.0
266	hsa-miR-184		2.0	1.0	1.0					5.0			5.0	1.0	37	30						1.0		6.0	1.0	17.0			3.0	13.0
267	hsa-miR-185-3p			10.0	2.0				1.0	7.0	1.0	1.0	3.0	2.0	133	53	8.0		5.0	3.0		1.0			4.0	12.0		3.0	5.0	16.0
268	hsa-miR-185-5p		4.0	6.0	1.0				7.0	6.0	2.0	3.0	11.0	7.0	90	52	7.0		3.0	14.0	2.0				3.0	34.0				41.0
269	hsa-miR-186-3p		2.0	9.0	3.0		2.0		11.0	6.0	1.0	5.0	4.0	9.0	90	72	9.0	1.0	1.0	2.0			1.0	1.0	5.0	243.0			2.0	30.0
270	hsa-miR-186-5p	1.0	1.0	11.0	4.0			4.0	17.0	30.0	3.0	1.0	8.0	9.0	158	137	8.0	1.0	8.0	12.0	6.0	1.0	1.0	1.0	8.0	40.0				59.0
271	hsa-miR-187-3p		2.0						2.0	8.0	2.0				43	18	1.0		2.0						1.0	25.0	2.0			18.0
272	hsa-miR-187-5p			4.0	2.0				11.0	14.0	2.0	3.0	3.0	2.0	49	50	3.0		11.0	2.0				1.0		40.0	1.0			4.0
273	hsa-miR-188-3p		6.0	9.0	1.0			2.0	11.0	7.0	7.0		3.0		89	78	10.0		2.0	4.0	1.0				1.0	176.0		1.0		29.0
274	hsa-miR-188-5p		3.0	9.0	1.0				7.0	7.0	6.0				69	46	4.0		2.0	3.0					1.0	34.0	2.0			4.0
275	hsa-miR-18a-3p		1.0	17.0	1.0				10.0	10.0	3.0			10.0	102	43	4.0			1.0				2.0	4.0	35.0	4.0	5.0	1.0	10.0
276	hsa-miR-18a-5p		1.0	2.0				2.0	30.0	4.0	12.0		1.0	2.0	69	77	3.0		1.0	11.0		1.0		14.0	11.0	11.0		1.0		16.0
277	hsa-miR-18b-3p			3.0	3.0				1.0	11.0	3.0			1.0	64	39	3.0		3.0	1.0						26.0	4.0	7.0	1.0	8.0
278	hsa-miR-18b-5p		1.0	2.0				2.0	30.0	4.0	12.0		1.0	2.0	69	77	3.0		1.0	11.0		1.0		14.0	11.0	11.0		1.0		16.0
279	hsa-miR-1908		2.0	1.0					9.0						62	10	15.0		5.0	5.0	2.0	1.0			2.0	39.0				22.0
280	hsa-miR-1909-3p		6.0	11.0	2.0				6.0	29.0	3.0	1.0	2.0		115	69	7.0	3.0	5.0	10.0		3.0	2.0		14.0	31.0		1.0		26.0
281	hsa-miR-1909-5p	6.0	1.0	11.0	5.0	18.0			5.0	8.0	2.0	1.0	1.0		35	56	8.0		3.0				4.0	1.0		152.0	1.0	1.0		30.0
282	hsa-miR-190a			7.0					6.0	20.0	2.0	1.0	2.0	9.0	81	91	4.0		12.0				1.0		4.0	9.0		1.0	1.0	47.0
283	hsa-miR-190b			7.0					6.0	20.0	2.0	1.0	2.0	9.0	81	91	4.0		12.0				1.0		4.0	9.0		1.0	1.0	47.0
284	hsa-miR-191-3p			2.0	1.0				3.0	4.0	2.0	1.0	1.0		30	22	1.0		3.0		2.0					4.0				12.0
285	hsa-miR-191-5p								1.0	4.0			5.0		42	28			4.0	2.0						1.0				9.0
286	hsa-miR-1910		1.0	2.0	2.0	6.0			6.0	4.0	2.0		2.0		67	32	4.0		1.0	12.0	1.0			2.0		35.0			1.0	11.0
287	hsa-miR-1911-3p		1.0	17.0	1.0				9.0	16.0	2.0		1.0	2.0	102	62	12.0	1.0	6.0			4.0	2.0	3.0	4.0	176.0				22.0
288	hsa-miR-1911-5p			3.0	5.0				20.0	7.0	1.0	1.0			40	36	7.0		4.0							44.0			2.0	4.0
289	hsa-miR-1912		1.0	20.0		1.0			6.0	6.0	2.0	2.0	1.0	9.0	68	58	4.0		1.0	7.0					1.0	143.0			1.0	17.0
290	hsa-miR-1913		1.0	12.0					14.0	10.0	1.0	1.0		9.0	87	33	5.0		2.0	3.0				2.0		40.0		3.0	1.0	9.0
291	hsa-miR-1914-3p		1.0	7.0	3.0		1.0		14.0	9.0	6.0				120	56	19.0		11.0	5.0		1.0	2.0		6.0	26.0		1.0		13.0
292	hsa-miR-1914-5p		6.0	10.0	3.0	6.0			21.0	11.0	3.0	1.0		4.0	66	30	8.0		7.0		1.0	1.0			2.0	67.0		3.0	1.0	27.0
293	hsa-miR-1915-3p		1.0	22.0	2.0				3.0	9.0	6.0	1.0			142	47	6.0	1.0	1.0	14.0		2.0	1.0	2.0	4.0	176.0				22.0
294	hsa-miR-1915-5p	4.0	1.0	4.0		2.0			4.0	1.0			1.0	1.0	49	37	3.0		1.0	2.0						33.0				17.0
295	hsa-miR-192-3p	1.0	3.0	20.0	9.0				6.0	8.0	13.0		3.0		83	34	32.0		6.0					1.0	4.0	29.0				21.0
296	hsa-miR-192-5p		5.0	7.0					4.0	6.0				1.0	36	53	6.0	1.0	7.0							62.0		1.0		10.0
297	hsa-miR-193a-3p			6.0	2.0	2.0			8.0	15.0			2.0	4.0	74	68	5.0		6.0	4.0			1.0	5.0	2.0	70.0		3.0		21.0
298	hsa-miR-193a-5p		6.0	7.0					3.0	7.0	1.0				52	50	6.0		4.0	2.0					2.0	25.0				18.0
299	hsa-miR-193b-3p			6.0	2.0	2.0			8.0	15.0			2.0	4.0	74	68	5.0		6.0	4.0			1.0	5.0	2.0	70.0		3.0		21.0
300	hsa-miR-193b-5p		2.0	1.0	2.0				2.0	6.0		4.0	2.0		47	43	3.0			6.0	3.0				2.0	103.0	4.0	2.0		18.0
301	hsa-miR-194-3p		1.0	13.0	2.0				9.0	1.0	5.0		2.0	1.0	101	50	46.0		2.0	3.0					1.0	60.0			9.0	14.0
302	hsa-miR-194-5p		1.0	9.0					2.0	11.0					44	67	5.0		2.0	4.0	5.0			4.0	1.0	48.0		2.0		20.0
303	hsa-miR-195-3p	1.0		3.0					18.0	20.0	7.0		14.0		85	121			6.0	3.0	1.0				1.0	10.0	4.0	7.0		33.0
304	hsa-miR-195-5p	6.0	3.0	13.0	5.0				10.0	7.0	9.0		3.0	10.0	94	44	4.0		10.0	4.0	1.0	1.0	1.0	2.0	2.0	39.0		8.0		28.0
305	hsa-miR-196a-3p		1.0	9.0	2.0				6.0	12.0	2.0		3.0		48	49	2.0		1.0					1.0	1.0	34.0		1.0		16.0
306	hsa-miR-196a-5p			1.0					6.0	8.0			1.0		37	46	3.0		5.0	3.0					4.0	18.0	7.0			5.0
307	hsa-miR-196b-3p		2.0	1.0	2.0				1.0		1.0			1.0	41	16	5.0		5.0	1.0	1.0			2.0		14.0				21.0
308	hsa-miR-196b-5p			1.0					6.0	8.0			1.0		37	46	3.0		5.0	3.0					4.0	18.0	7.0			5.0
309	hsa-miR-197-3p		2.0	7.0	1.0				8.0	12.0	3.0		1.0		52	35	17.0		6.0	3.0			1.0		1.0	98.0		1.0		28.0
310	hsa-miR-197-5p			2.0						7.0			2.0		32	42	4.0		2.0	2.0					8.0	21.0			1.0	9.0
311	hsa-miR-1972		1.0	17.0	1.0	1.0				5.0	10.0		3.0		88	57	1.0	1.0	5.0	1.0		2.0	2.0	2.0	4.0	86.0		6.0		24.0
312	hsa-miR-1973	2.0	1.0	2.0	1.0				1.0	12.0	18.0		5.0	1.0	19	18	8.0		1.0		1.0	1.0		1.0		10.0		1.0		25.0
313	hsa-miR-1976		9.0	31.0	1.0				12.0	10.0	4.0		7.0		96	72	15.0			3.0	1.0			1.0	7.0	174.0	2.0	1.0		17.0
314	hsa-miR-198		6.0	15.0					15.0	12.0	2.0		2.0		88	47	5.0		1.0	5.0			1.0			20.0				14.0
315	hsa-miR-199a-3p	2.0	1.0	4.0		18.0		1.0	29.0	12.0	8.0	1.0	3.0		94	77	2.0		2.0	2.0					1.0	28.0				10.0
316	hsa-miR-199a-5p		1.0	7.0					7.0	17.0	2.0	1.0	2.0		120	50	36.0		10.0	1.0					1.0	58.0				18.0
317	hsa-miR-199b-3p	2.0	1.0	4.0		18.0		1.0	29.0	12.0	8.0	1.0	3.0		94	77	2.0		2.0	2.0					1.0	28.0				10.0
318	hsa-miR-199b-5p		1.0	7.0					7.0	17.0	2.0	1.0	2.0		120	50	36.0		10.0	1.0					1.0	58.0				18.0
319	hsa-miR-19a-3p		1.0	8.0	4.0				23.0	16.0	1.0		5.0	3.0	90	96	5.0		11.0	1.0		1.0	1.0	1.0	3.0	50.0		3.0		38.0
320	hsa-miR-19a-5p		1.0	10.0	3.0				4.0	21.0	3.0	3.0	2.0	7.0	73	121	4.0		9.0				1.0	2.0	4.0	52.0	2.0	2.0		34.0
321	hsa-miR-19b-1-5p		1.0	10.0	3.0				4.0	21.0	3.0	3.0	2.0	7.0	73	121	4.0		9.0				1.0	2.0	4.0	52.0	2.0	2.0		34.0
322	hsa-miR-19b-2-5p		1.0	10.0	3.0				4.0	21.0	3.0	3.0	2.0	7.0	73	121	4.0		9.0				1.0	2.0	4.0	52.0	2.0	2.0		34.0
323	hsa-miR-19b-3p		1.0	8.0	4.0				23.0	16.0	1.0		5.0	3.0	90	96	5.0		11.0	1.0		1.0	1.0	1.0	3.0	50.0		3.0		38.0
324	hsa-miR-200a-3p	1.0		12.0			1.0		14.0	11.0	3.0		2.0	9.0	83	110	5.0		2.0	1.0		1.0			4.0	81.0		4.0	2.0	9.0
325	hsa-miR-200a-5p		2.0	4.0	2.0		1.0		10.0	21.0	5.0	6.0	2.0	7.0	54	74	3.0			7.0		1.0				35.0				23.0
326	hsa-miR-200b-3p			14.0	3.0	2.0		1.0	11.0	9.0	1.0	2.0	2.0		60	108	3.0		2.0		1.0					8.0	1.0	1.0		21.0
327	hsa-miR-200b-5p		2.0	4.0	2.0		1.0		10.0	21.0	5.0	6.0	2.0	7.0	54	74	3.0			7.0		1.0				35.0				23.0
328	hsa-miR-200c-3p			14.0	3.0	2.0		1.0	11.0	9.0	1.0	2.0	2.0		60	108	3.0		2.0		1.0					8.0	1.0	1.0		21.0
329	hsa-miR-200c-5p		3.0	2.0					8.0	13.0	2.0	4.0	1.0		47	30	1.0		3.0	3.0	1.0				2.0	11.0				15.0
330	hsa-miR-202-3p		1.0	5.0	3.0	19.0			4.0	5.0	9.0			9.0	60	42	2.0		4.0	4.0					3.0	27.0	7.0			17.0
331	hsa-miR-202-5p			2.0	5.0				2.0	10.0			4.0		63	43	3.0	2.0	9.0	7.0						5.0		1.0		19.0
332	hsa-miR-203			4.0	10.0			1.0	27.0	20.0	2.0		5.0	1.0	92	117	8.0		7.0	6.0						63.0	8.0			31.0
333	hsa-miR-204-3p	1.0		12.0	1.0				7.0	19.0	3.0	1.0	16.0	8.0	160	94	12.0		8.0	20.0	1.0	3.0	1.0	4.0	6.0	504.0	1.0	1.0	1.0	19.0
334	hsa-miR-204-5p	4.0	3.0	4.0	3.0		1.0		11.0	8.0	5.0	1.0	2.0		70	77	11.0		2.0	4.0						13.0	7.0	3.0		18.0
335	hsa-miR-205-3p	2.0	4.0	10.0	9.0			1.0	30.0	31.0	1.0		8.0	5.0	93	106	1.0		5.0	1.0		1.0	1.0		2.0	30.0	12.0	4.0	4.0	27.0
336	hsa-miR-205-5p		3.0	36.0	5.0			2.0	13.0	6.0	1.0	3.0	3.0		70	77			3.0	5.0					1.0	11.0				19.0
337	hsa-miR-2052		2.0	9.0	4.0				29.0	50.0	3.0	13.0	4.0	6.0	134	128	5.0		8.0	6.0		1.0	1.0	2.0	12.0	78.0	2.0			33.0
338	hsa-miR-2053								18.0	5.0	4.0		1.0		45	40	3.0		3.0	1.0						21.0				15.0
339	hsa-miR-2054			6.0			2.0			14.0			4.0		77	90	15.0			2.0	2.0				1.0	244.0	4.0			9.0
